MedName,LightSen,Date,StockOut,StockIn,Stock
Adoport 1 mg,Yes,8/06/2015,-1,10,50
Adoport 1 mg,Yes,9/06/2015,-15,10,45
Adoport 1 mg,Yes,10/06/2015,-8,10,47
Adoport 1 mg,Yes,11/06/2015,-1,10,56
Adoport 1 mg,Yes,12/06/2015,-9,0,47
Adoport 1 mg,Yes,13/06/2015,-3,10,54
Adoport 1 mg,Yes,14/06/2015,-13,5,46
Adoport 1 mg,Yes,15/06/2015,-5,0,41
Adoport 1 mg,Yes,16/06/2015,-15,15,41
Adoport 1 mg,Yes,17/06/2015,-7,10,44
Adoport 1 mg,Yes,18/06/2015,-4,0,40
Adoport 1 mg,Yes,19/06/2015,-15,0,25
Adoport 1 mg,Yes,20/06/2015,-8,10,27
Adoport 1 mg,Yes,21/06/2015,-2,10,35
Adoport 1 mg,Yes,22/06/2015,-8,5,32
Adoport 1 mg,Yes,23/06/2015,-2,0,30
Adoport 1 mg,Yes,24/06/2015,-6,10,34
Adoport 1 mg,Yes,25/06/2015,-12,0,22
Adoport 1 mg,Yes,26/06/2015,-7,0,15
Adoport 1 mg,Yes,27/06/2015,-8,15,22
Adoport 1 mg,Yes,28/06/2015,-11,15,26
Adoport 1 mg,Yes,29/06/2015,-7,10,29
Adoport 1 mg,Yes,30/06/2015,-5,10,34
Adoport 1 mg,Yes,1/07/2015,-2,5,37
Adoport 1 mg,Yes,2/07/2015,-14,10,33
Adoport 1 mg,Yes,3/07/2015,-12,0,21
Adoport 1 mg,Yes,4/07/2015,-8,0,13
Adoport 1 mg,Yes,5/07/2015,-14,0,-1
Adoport 1 mg,Yes,6/07/2015,-8,15,6
Adoport 1 mg,Yes,7/07/2015,-13,5,-2
Adoport 1 mg,Yes,8/07/2015,-10,5,-7
Adoport 1 mg,Yes,9/07/2015,-6,0,-13
Adoport 1 mg,Yes,10/07/2015,-8,5,-16
Adoport 1 mg,Yes,11/07/2015,-7,15,-8
Adoport 1 mg,Yes,12/07/2015,-8,5,-11
Adoport 1 mg,Yes,13/07/2015,-4,5,-10
Adoport 1 mg,Yes,14/07/2015,-10,15,-5
Adoport 1 mg,Yes,15/07/2015,-5,0,-10
Adoport 1 mg,Yes,16/07/2015,-4,10,-4
Adoport 1 mg,Yes,17/07/2015,-4,15,7
Adoport 1 mg,Yes,18/07/2015,-6,0,1
Adoport 1 mg,Yes,19/07/2015,-10,0,-9
Adoport 1 mg,Yes,20/07/2015,-7,15,-1
Adoport 1 mg,Yes,21/07/2015,-7,15,7
Adoport 1 mg,Yes,22/07/2015,-15,15,7
Adoport 1 mg,Yes,23/07/2015,-5,10,12
Adoport 1 mg,Yes,24/07/2015,0,0,12
Adoport 1 mg,Yes,25/07/2015,-12,10,10
Adoport 1 mg,Yes,26/07/2015,-5,10,15
Adoport 1 mg,Yes,27/07/2015,-1,10,24
Adoport 1 mg,Yes,28/07/2015,-1,5,28
Adoport 1 mg,Yes,29/07/2015,-2,10,36
Adoport 1 mg,Yes,30/07/2015,-4,5,37
Adoport 1 mg,Yes,31/07/2015,-2,0,35
Adoport 1 mg,Yes,1/08/2015,-1,10,44
Adoport 1 mg,Yes,2/08/2015,-4,15,55
Adoport 1 mg,Yes,3/08/2015,-11,10,54
Adoport 1 mg,Yes,4/08/2015,-11,15,58
Adoport 1 mg,Yes,5/08/2015,-2,0,56
Adoport 1 mg,Yes,6/08/2015,-6,10,60
Adoport 1 mg,Yes,7/08/2015,-10,10,60
Adoport 1 mg,Yes,8/08/2015,0,0,60
Adoport 1 mg,Yes,9/08/2015,-1,10,69
Adoport 1 mg,Yes,10/08/2015,-4,5,70
Adoport 1 mg,Yes,11/08/2015,0,0,70
Adoport 1 mg,Yes,12/08/2015,-10,15,75
Adoport 1 mg,Yes,13/08/2015,-6,10,79
Adoport 1 mg,Yes,14/08/2015,0,0,79
Adoport 1 mg,Yes,15/08/2015,-12,5,72
Adoport 1 mg,Yes,16/08/2015,-11,15,76
Adoport 1 mg,Yes,17/08/2015,-14,15,77
Adoport 1 mg,Yes,18/08/2015,-1,5,81
Adoport 1 mg,Yes,19/08/2015,-10,5,76
Adoport 1 mg,Yes,20/08/2015,-3,0,73
Adoport 1 mg,Yes,21/08/2015,-8,0,65
Adoport 1 mg,Yes,22/08/2015,-9,15,71
Adoport 1 mg,Yes,23/08/2015,-6,15,80
Adoport 1 mg,Yes,24/08/2015,-10,5,75
Adoport 1 mg,Yes,25/08/2015,-14,15,76
Adoport 1 mg,Yes,26/08/2015,-14,10,72
Adoport 1 mg,Yes,27/08/2015,-3,10,79
Adoport 1 mg,Yes,28/08/2015,-9,0,70
Adoport 1 mg,Yes,29/08/2015,0,0,70
Adoport 1 mg,Yes,30/08/2015,-8,15,77
Adoport 1 mg,Yes,31/08/2015,-2,10,85
Adoport 1 mg,Yes,1/09/2015,-7,10,88
Adoport 1 mg,Yes,2/09/2015,-15,10,83
Adoport 1 mg,Yes,3/09/2015,-7,0,76
Adoport 1 mg,Yes,4/09/2015,-1,15,90
Adoport 1 mg,Yes,5/09/2015,-9,0,81
Adoport 1 mg,Yes,6/09/2015,-6,0,75
Adoport 1 mg,Yes,7/09/2015,-12,10,73
Adoport 1 mg,Yes,8/09/2015,-12,10,71
Adoport 1 mg,Yes,9/09/2015,-15,10,66
Adoport 1 mg,Yes,10/09/2015,-5,0,61
Adoport 1 mg,Yes,11/09/2015,-14,0,47
Adoport 1 mg,Yes,12/09/2015,-7,5,45
Adoport 1 mg,Yes,13/09/2015,0,0,45
Adoport 1 mg,Yes,14/09/2015,-2,10,53
Adoport 1 mg,Yes,15/09/2015,-4,15,64
Adoport 1 mg,Yes,16/09/2015,-7,0,57
Adoport 1 mg,Yes,17/09/2015,-12,5,50
Adoport 1 mg,Yes,18/09/2015,-12,10,48
Adoport 1 mg,Yes,19/09/2015,-6,0,42
Adoport 1 mg,Yes,20/09/2015,-10,10,42
Adoport 1 mg,Yes,21/09/2015,-10,0,32
Adoport 1 mg,Yes,22/09/2015,-7,15,40
Adoport 1 mg,Yes,23/09/2015,-5,15,50
Adoport 1 mg,Yes,24/09/2015,-5,5,50
Adoport 1 mg,Yes,25/09/2015,-3,10,57
Adoport 1 mg,Yes,26/09/2015,-13,10,54
Adoport 1 mg,Yes,27/09/2015,-11,15,58
Adoport 1 mg,Yes,28/09/2015,-4,0,54
Adoport 1 mg,Yes,29/09/2015,-9,5,50
Adoport 1 mg,Yes,30/09/2015,-6,10,54
Adoport 1 mg,Yes,1/10/2015,0,5,59
Adoport 1 mg,Yes,2/10/2015,-13,15,61
Adoport 1 mg,Yes,3/10/2015,-6,0,55
Adoport 1 mg,Yes,4/10/2015,-12,10,53
Adoport 1 mg,Yes,5/10/2015,-12,15,56
Adoport 1 mg,Yes,6/10/2015,-12,5,49
Adoport 1 mg,Yes,7/10/2015,-3,10,56
Adoport 1 mg,Yes,8/10/2015,-6,10,60
Adoport 1 mg,Yes,9/10/2015,-4,0,56
Adoport 1 mg,Yes,10/10/2015,-1,15,70
Adoport 1 mg,Yes,11/10/2015,-9,10,71
Adoport 1 mg,Yes,12/10/2015,-2,10,79
Adoport 1 mg,Yes,13/10/2015,-13,0,66
Adoport 1 mg,Yes,14/10/2015,-8,5,63
Adoport 1 mg,Yes,15/10/2015,-11,0,52
Adoport 1 mg,Yes,16/10/2015,-11,0,41
Adoport 1 mg,Yes,17/10/2015,-9,5,37
Adoport 1 mg,Yes,18/10/2015,-12,0,25
Adoport 1 mg,Yes,19/10/2015,-13,15,27
Adoport 1 mg,Yes,20/10/2015,-9,0,18
Adoport 1 mg,Yes,21/10/2015,-9,5,14
Adoport 1 mg,Yes,22/10/2015,-6,10,18
Adoport 1 mg,Yes,23/10/2015,-4,10,24
Adoport 1 mg,Yes,24/10/2015,-13,5,16
Adoport 1 mg,Yes,25/10/2015,-14,15,17
Adoport 1 mg,Yes,26/10/2015,-13,5,9
Adoport 1 mg,Yes,27/10/2015,-10,5,4
Adoport 1 mg,Yes,28/10/2015,-15,5,-6
Adoport 1 mg,Yes,29/10/2015,-13,5,-14
Adoport 1 mg,Yes,30/10/2015,-13,10,-17
Adoport 1 mg,Yes,31/10/2015,-1,10,-8
Adoport 1 mg,Yes,1/11/2015,-4,5,-7
Adoport 1 mg,Yes,2/11/2015,-8,10,-5
Adoport 1 mg,Yes,3/11/2015,-5,10,0
Adoport 1 mg,Yes,4/11/2015,-12,0,-12
Adoport 1 mg,Yes,5/11/2015,-12,0,-24
Adoport 1 mg,Yes,6/11/2015,-4,15,-13
Adoport 1 mg,Yes,7/11/2015,-2,5,-10
Adoport 1 mg,Yes,8/11/2015,-13,5,-18
Adoport 1 mg,Yes,9/11/2015,-2,5,-15
Adoport 1 mg,Yes,10/11/2015,-15,15,-15
Adoport 1 mg,Yes,11/11/2015,0,0,-15
Adoport 1 mg,Yes,12/11/2015,-12,15,-12
Adoport 1 mg,Yes,13/11/2015,-5,0,-17
Adoport 1 mg,Yes,14/11/2015,-13,5,-25
Adoport 1 mg,Yes,15/11/2015,-4,10,-19
Adoport 1 mg,Yes,16/11/2015,-7,10,-16
Adoport 1 mg,Yes,17/11/2015,-15,0,-31
Adoport 1 mg,Yes,18/11/2015,-11,0,-42
Adoport 1 mg,Yes,19/11/2015,-11,5,-48
Adoport 1 mg,Yes,20/11/2015,-6,0,-54
Adoport 1 mg,Yes,21/11/2015,-1,5,-50
Adoport 1 mg,Yes,22/11/2015,-14,0,-64
Adoport 1 mg,Yes,23/11/2015,-6,10,-60
Adoport 1 mg,Yes,24/11/2015,-14,5,-69
Adoport 1 mg,Yes,25/11/2015,-13,10,-72
Adoport 1 mg,Yes,26/11/2015,-10,10,-72
Adoport 1 mg,Yes,27/11/2015,-15,0,-87
Adoport 1 mg,Yes,28/11/2015,-7,10,-84
Adoport 1 mg,Yes,29/11/2015,-12,15,-81
Adoport 1 mg,Yes,30/11/2015,-2,10,-73
Adoport 1 mg,Yes,1/12/2015,-3,10,-66
Adoport 1 mg,Yes,2/12/2015,-7,15,-58
Adoport 1 mg,Yes,3/12/2015,-12,5,-65
Adoport 1 mg,Yes,4/12/2015,-6,5,-66
Adoport 1 mg,Yes,5/12/2015,-2,0,-68
Adoport 1 mg,Yes,6/12/2015,-5,5,-68
Adoport 1 mg,Yes,7/12/2015,-3,15,-56
Adoport 1 mg,Yes,8/12/2015,0,5,-51
Adoport 1 mg,Yes,9/12/2015,-10,10,-51
Adoport 1 mg,Yes,10/12/2015,-11,15,-47
Adoport 1 mg,Yes,11/12/2015,-5,15,-37
Adoport 1 mg,Yes,12/12/2015,-12,5,-44
Adoport 1 mg,Yes,13/12/2015,-3,10,-37
Adoport 1 mg,Yes,14/12/2015,-8,15,-30
Adoport 1 mg,Yes,15/12/2015,-15,10,-35
Adoport 1 mg,Yes,16/12/2015,-3,0,-38
Adoport 1 mg,Yes,17/12/2015,-3,10,-31
Adoport 1 mg,Yes,18/12/2015,-4,10,-25
Adoport 1 mg,Yes,19/12/2015,-14,10,-29
Adoport 1 mg,Yes,20/12/2015,-9,5,-33
Adoport 1 mg,Yes,21/12/2015,-2,5,-30
Adoport 1 mg,Yes,22/12/2015,-14,0,-44
Adoport 1 mg,Yes,23/12/2015,0,10,-34
Adoport 1 mg,Yes,24/12/2015,-3,0,-37
Adoport 1 mg,Yes,25/12/2015,-13,0,-50
Adoport 1 mg,Yes,26/12/2015,-2,10,-42
Adoport 1 mg,Yes,27/12/2015,-2,10,-34
Adoport 1 mg,Yes,28/12/2015,0,15,-19
Adoport 1 mg,Yes,29/12/2015,-1,15,-5
Adoport 1 mg,Yes,30/12/2015,-11,5,-11
Adoport 1 mg,Yes,31/12/2015,-9,5,-15
Atenolol EG 100 mg,Yes,1/01/2015,0,75,75
Atenolol EG 100 mg,Yes,2/01/2015,-4,5,76
Atenolol EG 100 mg,Yes,3/01/2015,-4,5,77
Atenolol EG 100 mg,Yes,4/01/2015,-9,10,78
Atenolol EG 100 mg,Yes,5/01/2015,-5,10,83
Atenolol EG 100 mg,Yes,6/01/2015,-15,0,68
Atenolol EG 100 mg,Yes,7/01/2015,-3,15,80
Atenolol EG 100 mg,Yes,8/01/2015,0,10,90
Atenolol EG 100 mg,Yes,9/01/2015,-11,15,94
Atenolol EG 100 mg,Yes,10/01/2015,-7,0,87
Atenolol EG 100 mg,Yes,11/01/2015,-8,15,94
Atenolol EG 100 mg,Yes,12/01/2015,-14,15,95
Atenolol EG 100 mg,Yes,13/01/2015,-6,5,94
Atenolol EG 100 mg,Yes,14/01/2015,-5,15,104
Atenolol EG 100 mg,Yes,15/01/2015,-13,10,101
Atenolol EG 100 mg,Yes,16/01/2015,-14,5,92
Atenolol EG 100 mg,Yes,17/01/2015,0,15,107
Atenolol EG 100 mg,Yes,18/01/2015,-6,0,101
Atenolol EG 100 mg,Yes,19/01/2015,-4,10,107
Atenolol EG 100 mg,Yes,20/01/2015,-1,5,111
Atenolol EG 100 mg,Yes,21/01/2015,-15,10,106
Atenolol EG 100 mg,Yes,22/01/2015,-7,5,104
Atenolol EG 100 mg,Yes,23/01/2015,-13,10,101
Atenolol EG 100 mg,Yes,24/01/2015,-14,0,87
Atenolol EG 100 mg,Yes,25/01/2015,0,5,92
Atenolol EG 100 mg,Yes,26/01/2015,-14,0,78
Atenolol EG 100 mg,Yes,27/01/2015,-7,0,71
Atenolol EG 100 mg,Yes,28/01/2015,-11,5,65
Atenolol EG 100 mg,Yes,29/01/2015,-10,5,60
Atenolol EG 100 mg,Yes,30/01/2015,-13,5,52
Atenolol EG 100 mg,Yes,31/01/2015,0,15,67
Atenolol EG 100 mg,Yes,1/02/2015,-13,5,59
Atenolol EG 100 mg,Yes,2/02/2015,-3,5,61
Atenolol EG 100 mg,Yes,3/02/2015,-5,0,56
Atenolol EG 100 mg,Yes,4/02/2015,-15,0,41
Atenolol EG 100 mg,Yes,5/02/2015,-14,10,37
Atenolol EG 100 mg,Yes,6/02/2015,-11,15,41
Atenolol EG 100 mg,Yes,7/02/2015,-11,15,45
Atenolol EG 100 mg,Yes,8/02/2015,-4,10,51
Atenolol EG 100 mg,Yes,9/02/2015,-12,15,54
Atenolol EG 100 mg,Yes,10/02/2015,-5,5,54
Atenolol EG 100 mg,Yes,11/02/2015,-7,5,52
Atenolol EG 100 mg,Yes,12/02/2015,-9,15,58
Atenolol EG 100 mg,Yes,13/02/2015,-3,0,55
Atenolol EG 100 mg,Yes,14/02/2015,-2,15,68
Atenolol EG 100 mg,Yes,15/02/2015,-6,15,77
Atenolol EG 100 mg,Yes,16/02/2015,-4,5,78
Atenolol EG 100 mg,Yes,17/02/2015,-5,0,73
Atenolol EG 100 mg,Yes,18/02/2015,-11,10,72
Atenolol EG 100 mg,Yes,19/02/2015,-5,0,67
Atenolol EG 100 mg,Yes,20/02/2015,-13,10,64
Atenolol EG 100 mg,Yes,21/02/2015,-14,5,55
Atenolol EG 100 mg,Yes,22/02/2015,-11,10,54
Atenolol EG 100 mg,Yes,23/02/2015,-3,10,61
Atenolol EG 100 mg,Yes,24/02/2015,-11,5,55
Atenolol EG 100 mg,Yes,25/02/2015,-15,15,55
Atenolol EG 100 mg,Yes,26/02/2015,-12,0,43
Atenolol EG 100 mg,Yes,27/02/2015,-15,0,28
Atenolol EG 100 mg,Yes,28/02/2015,-10,0,18
Atenolol EG 100 mg,Yes,1/03/2015,-13,10,15
Atenolol EG 100 mg,Yes,2/03/2015,-15,15,15
Atenolol EG 100 mg,Yes,3/03/2015,-9,10,16
Atenolol EG 100 mg,Yes,4/03/2015,-14,5,7
Atenolol EG 100 mg,Yes,5/03/2015,-9,10,8
Atenolol EG 100 mg,Yes,6/03/2015,-15,5,-2
Atenolol EG 100 mg,Yes,7/03/2015,-11,0,-13
Atenolol EG 100 mg,Yes,8/03/2015,-2,0,-15
Atenolol EG 100 mg,Yes,9/03/2015,-2,10,-7
Atenolol EG 100 mg,Yes,10/03/2015,-13,5,-15
Atenolol EG 100 mg,Yes,11/03/2015,-3,5,-13
Atenolol EG 100 mg,Yes,12/03/2015,-6,5,-14
Atenolol EG 100 mg,Yes,13/03/2015,-1,0,-15
Atenolol EG 100 mg,Yes,14/03/2015,-6,15,-6
Atenolol EG 100 mg,Yes,15/03/2015,-14,10,-10
Atenolol EG 100 mg,Yes,16/03/2015,-10,5,-15
Atenolol EG 100 mg,Yes,17/03/2015,0,0,-15
Atenolol EG 100 mg,Yes,18/03/2015,-15,5,-25
Atenolol EG 100 mg,Yes,19/03/2015,-5,5,-25
Atenolol EG 100 mg,Yes,20/03/2015,0,0,-25
Atenolol EG 100 mg,Yes,21/03/2015,-9,10,-24
Atenolol EG 100 mg,Yes,22/03/2015,-11,5,-30
Atenolol EG 100 mg,Yes,23/03/2015,-5,15,-20
Atenolol EG 100 mg,Yes,24/03/2015,-5,5,-20
Atenolol EG 100 mg,Yes,25/03/2015,-4,0,-24
Atenolol EG 100 mg,Yes,26/03/2015,0,15,-9
Atenolol EG 100 mg,Yes,27/03/2015,-15,5,-19
Atenolol EG 100 mg,Yes,28/03/2015,-5,15,-9
Atenolol EG 100 mg,Yes,29/03/2015,-1,10,0
Atenolol EG 100 mg,Yes,30/03/2015,-2,0,-2
Atenolol EG 100 mg,Yes,31/03/2015,-9,5,-6
Atenolol EG 100 mg,Yes,1/04/2015,-6,5,-7
Atenolol EG 100 mg,Yes,2/04/2015,-7,15,1
Atenolol EG 100 mg,Yes,3/04/2015,0,0,1
Atenolol EG 100 mg,Yes,4/04/2015,-11,0,-10
Atenolol EG 100 mg,Yes,5/04/2015,-14,15,-9
Atenolol EG 100 mg,Yes,6/04/2015,-13,10,-12
Atenolol EG 100 mg,Yes,7/04/2015,-3,0,-15
Atenolol EG 100 mg,Yes,8/04/2015,-8,10,-13
Atenolol EG 100 mg,Yes,9/04/2015,-5,10,-8
Atenolol EG 100 mg,Yes,10/04/2015,-7,15,0
Atenolol EG 100 mg,Yes,11/04/2015,-4,5,1
Atenolol EG 100 mg,Yes,12/04/2015,-15,15,1
Atenolol EG 100 mg,Yes,13/04/2015,-2,5,4
Atenolol EG 100 mg,Yes,14/04/2015,-6,5,3
Atenolol EG 100 mg,Yes,15/04/2015,-10,5,-2
Atenolol EG 100 mg,Yes,16/04/2015,-9,15,4
Atenolol EG 100 mg,Yes,17/04/2015,-3,0,1
Atenolol EG 100 mg,Yes,18/04/2015,0,10,11
Atenolol EG 100 mg,Yes,19/04/2015,-8,10,13
Atenolol EG 100 mg,Yes,20/04/2015,-6,0,7
Atenolol EG 100 mg,Yes,21/04/2015,-11,10,6
Atenolol EG 100 mg,Yes,22/04/2015,-6,10,10
Atenolol EG 100 mg,Yes,23/04/2015,-6,10,14
Atenolol EG 100 mg,Yes,24/04/2015,-4,0,10
Atenolol EG 100 mg,Yes,25/04/2015,-7,15,18
Atenolol EG 100 mg,Yes,26/04/2015,-1,15,32
Atenolol EG 100 mg,Yes,27/04/2015,-4,15,43
Atenolol EG 100 mg,Yes,28/04/2015,-10,15,48
Atenolol EG 100 mg,Yes,29/04/2015,-5,5,48
Atenolol EG 100 mg,Yes,30/04/2015,-14,15,49
Atenolol EG 100 mg,Yes,1/05/2015,-13,10,46
Atenolol EG 100 mg,Yes,2/05/2015,-13,15,48
Atenolol EG 100 mg,Yes,3/05/2015,-15,5,38
Atenolol EG 100 mg,Yes,4/05/2015,-12,0,26
Atenolol EG 100 mg,Yes,5/05/2015,-14,5,17
Atenolol EG 100 mg,Yes,6/05/2015,-7,5,15
Atenolol EG 100 mg,Yes,7/05/2015,-2,5,18
Atenolol EG 100 mg,Yes,8/05/2015,0,0,18
Atenolol EG 100 mg,Yes,9/05/2015,0,10,28
Atenolol EG 100 mg,Yes,10/05/2015,-5,10,33
Atenolol EG 100 mg,Yes,11/05/2015,-15,15,33
Atenolol EG 100 mg,Yes,12/05/2015,-2,5,36
Atenolol EG 100 mg,Yes,13/05/2015,-1,0,35
Atenolol EG 100 mg,Yes,14/05/2015,-11,15,39
Atenolol EG 100 mg,Yes,15/05/2015,-4,15,50
Atenolol EG 100 mg,Yes,16/05/2015,-4,5,51
Atenolol EG 100 mg,Yes,17/05/2015,-8,15,58
Atenolol EG 100 mg,Yes,18/05/2015,-5,0,53
Atenolol EG 100 mg,Yes,19/05/2015,-1,15,67
Atenolol EG 100 mg,Yes,20/05/2015,-11,5,61
Atenolol EG 100 mg,Yes,21/05/2015,-12,0,49
Atenolol EG 100 mg,Yes,22/05/2015,-6,5,48
Atenolol EG 100 mg,Yes,23/05/2015,-11,5,42
Atenolol EG 100 mg,Yes,24/05/2015,-3,5,44
Atenolol EG 100 mg,Yes,25/05/2015,-8,10,46
Atenolol EG 100 mg,Yes,26/05/2015,-3,15,58
Atenolol EG 100 mg,Yes,27/05/2015,-2,10,66
Atenolol EG 100 mg,Yes,28/05/2015,-15,0,51
Atenolol EG 100 mg,Yes,29/05/2015,-9,5,47
Atenolol EG 100 mg,Yes,30/05/2015,-3,5,49
Atenolol EG 100 mg,Yes,31/05/2015,-2,15,62
Atenolol EG 100 mg,Yes,1/06/2015,-6,10,66
Atenolol EG 100 mg,Yes,2/06/2015,-12,10,64
Atenolol EG 100 mg,Yes,3/06/2015,-10,10,64
Atenolol EG 100 mg,Yes,4/06/2015,-15,5,54
Atenolol EG 100 mg,Yes,5/06/2015,-13,10,51
Atenolol EG 100 mg,Yes,6/06/2015,-6,15,60
Atenolol EG 100 mg,Yes,7/06/2015,-13,15,62
Atenolol EG 100 mg,Yes,8/06/2015,-3,5,64
Atenolol EG 100 mg,Yes,9/06/2015,-7,15,72
Atenolol EG 100 mg,Yes,10/06/2015,-7,0,65
Atenolol EG 100 mg,Yes,11/06/2015,-11,15,69
Atenolol EG 100 mg,Yes,12/06/2015,-10,15,74
Atenolol EG 100 mg,Yes,13/06/2015,-15,5,64
Atenolol EG 100 mg,Yes,14/06/2015,0,0,64
Atenolol EG 100 mg,Yes,15/06/2015,-13,0,51
Atenolol EG 100 mg,Yes,16/06/2015,-10,5,46
Atenolol EG 100 mg,Yes,17/06/2015,-15,5,36
Atenolol EG 100 mg,Yes,18/06/2015,-12,0,24
Atenolol EG 100 mg,Yes,19/06/2015,-10,10,24
Atenolol EG 100 mg,Yes,20/06/2015,-10,0,14
Atenolol EG 100 mg,Yes,21/06/2015,-9,5,10
Atenolol EG 100 mg,Yes,22/06/2015,-7,5,8
Atenolol EG 100 mg,Yes,23/06/2015,-3,5,10
Atenolol EG 100 mg,Yes,24/06/2015,-10,5,5
Atenolol EG 100 mg,Yes,25/06/2015,-3,0,2
Atenolol EG 100 mg,Yes,26/06/2015,-2,5,5
Atenolol EG 100 mg,Yes,27/06/2015,-3,15,17
Atenolol EG 100 mg,Yes,28/06/2015,-6,15,26
Atenolol EG 100 mg,Yes,29/06/2015,-12,5,19
Atenolol EG 100 mg,Yes,30/06/2015,-7,15,27
Atenolol EG 100 mg,Yes,1/07/2015,-1,0,26
Atenolol EG 100 mg,Yes,2/07/2015,-1,5,30
Atenolol EG 100 mg,Yes,3/07/2015,-5,5,30
Atenolol EG 100 mg,Yes,4/07/2015,-1,0,29
Atenolol EG 100 mg,Yes,5/07/2015,-7,5,27
Atenolol EG 100 mg,Yes,6/07/2015,-3,10,34
Atenolol EG 100 mg,Yes,7/07/2015,-1,5,38
Atenolol EG 100 mg,Yes,8/07/2015,-6,5,37
Atenolol EG 100 mg,Yes,9/07/2015,-1,5,41
Atenolol EG 100 mg,Yes,10/07/2015,-12,5,34
Atenolol EG 100 mg,Yes,11/07/2015,-8,15,41
Atenolol EG 100 mg,Yes,12/07/2015,-8,15,48
Atenolol EG 100 mg,Yes,13/07/2015,-3,10,55
Atenolol EG 100 mg,Yes,14/07/2015,-3,0,52
Atenolol EG 100 mg,Yes,15/07/2015,-8,5,49
Atenolol EG 100 mg,Yes,16/07/2015,0,5,54
Atenolol EG 100 mg,Yes,17/07/2015,-15,0,39
Atenolol EG 100 mg,Yes,18/07/2015,-14,0,25
Atenolol EG 100 mg,Yes,19/07/2015,-9,5,21
Atenolol EG 100 mg,Yes,20/07/2015,-13,15,23
Atenolol EG 100 mg,Yes,21/07/2015,-9,5,19
Atenolol EG 100 mg,Yes,22/07/2015,-8,5,16
Atenolol EG 100 mg,Yes,23/07/2015,-15,0,1
Atenolol EG 100 mg,Yes,24/07/2015,-4,5,2
Atenolol EG 100 mg,Yes,25/07/2015,-4,5,3
Atenolol EG 100 mg,Yes,26/07/2015,0,15,18
Atenolol EG 100 mg,Yes,27/07/2015,-14,5,9
Atenolol EG 100 mg,Yes,28/07/2015,-6,0,3
Atenolol EG 100 mg,Yes,29/07/2015,-12,15,6
Atenolol EG 100 mg,Yes,30/07/2015,-9,5,2
Atenolol EG 100 mg,Yes,31/07/2015,-9,15,8
Atenolol EG 100 mg,Yes,1/08/2015,-11,15,12
Atenolol EG 100 mg,Yes,2/08/2015,-15,5,2
Atenolol EG 100 mg,Yes,3/08/2015,-13,10,-1
Atenolol EG 100 mg,Yes,4/08/2015,-9,0,-10
Atenolol EG 100 mg,Yes,5/08/2015,-1,5,-6
Atenolol EG 100 mg,Yes,6/08/2015,-8,10,-4
Atenolol EG 100 mg,Yes,7/08/2015,-14,5,-13
Atenolol EG 100 mg,Yes,8/08/2015,0,10,-3
Atenolol EG 100 mg,Yes,9/08/2015,-1,15,11
Atenolol EG 100 mg,Yes,10/08/2015,-15,0,-4
Atenolol EG 100 mg,Yes,11/08/2015,-9,10,-3
Atenolol EG 100 mg,Yes,12/08/2015,-15,15,-3
Atenolol EG 100 mg,Yes,13/08/2015,-10,10,-3
Atenolol EG 100 mg,Yes,14/08/2015,-6,5,-4
Atenolol EG 100 mg,Yes,15/08/2015,-14,15,-3
Atenolol EG 100 mg,Yes,16/08/2015,-7,15,5
Atenolol EG 100 mg,Yes,17/08/2015,-4,15,16
Atenolol EG 100 mg,Yes,18/08/2015,-15,15,16
Atenolol EG 100 mg,Yes,19/08/2015,-15,10,11
Atenolol EG 100 mg,Yes,20/08/2015,-2,10,19
Atenolol EG 100 mg,Yes,21/08/2015,-7,10,22
Atenolol EG 100 mg,Yes,22/08/2015,-7,15,30
Atenolol EG 100 mg,Yes,23/08/2015,-12,15,33
Atenolol EG 100 mg,Yes,24/08/2015,-1,0,32
Atenolol EG 100 mg,Yes,25/08/2015,-4,5,33
Atenolol EG 100 mg,Yes,26/08/2015,-10,10,33
Atenolol EG 100 mg,Yes,27/08/2015,-13,15,35
Atenolol EG 100 mg,Yes,28/08/2015,-5,5,35
Atenolol EG 100 mg,Yes,29/08/2015,-6,10,39
Atenolol EG 100 mg,Yes,30/08/2015,-1,5,43
Atenolol EG 100 mg,Yes,31/08/2015,-1,5,47
Atenolol EG 100 mg,Yes,1/09/2015,-1,15,61
Atenolol EG 100 mg,Yes,2/09/2015,-5,10,66
Atenolol EG 100 mg,Yes,3/09/2015,-4,15,77
Atenolol EG 100 mg,Yes,4/09/2015,-1,5,81
Atenolol EG 100 mg,Yes,5/09/2015,-8,5,78
Atenolol EG 100 mg,Yes,6/09/2015,-12,0,66
Atenolol EG 100 mg,Yes,7/09/2015,-15,10,61
Atenolol EG 100 mg,Yes,8/09/2015,0,10,71
Atenolol EG 100 mg,Yes,9/09/2015,-13,5,63
Atenolol EG 100 mg,Yes,10/09/2015,-2,15,76
Atenolol EG 100 mg,Yes,11/09/2015,-9,10,77
Atenolol EG 100 mg,Yes,12/09/2015,-13,5,69
Atenolol EG 100 mg,Yes,13/09/2015,-13,5,61
Atenolol EG 100 mg,Yes,14/09/2015,-3,10,68
Atenolol EG 100 mg,Yes,15/09/2015,-10,0,58
Atenolol EG 100 mg,Yes,16/09/2015,-15,10,53
Atenolol EG 100 mg,Yes,17/09/2015,-12,10,51
